tweet,label
"I can bring a bunch of canned foods and blankets and some kind of toiletries for people ( paper towels , toilet paper , toothpaste , toothbrushed etc )",Food
"We have womens clothes , size 14 , some mens pants , cat food , exercise bike , clip lights and bulbs.",Food
"@ jem8891 Power is out , street is under water , and we have no food left ... I wonder why ? ? # sandy # Hoboken",None
"As the Director of Human Resources for Max Brenner , Chocolate by the Bald Man , in Union Square , I would like to organize a group of employees to come to one of the affected areas and bring needed supplies and some Hot Chocolate & Warm Cookies to brighten up the people who are experiencing difficult times due to Sandy. Please let me know if you think this could be appropriate given the serious circumstances people are in.",Food
"based on the news posts , here 's what i have to donate. please let me know if any of this stuff is useful and where to drop it off. i don 't have a car , but i live in astoria and can walk/bike this stuff over to a drop-off point. thanks for the great work ! - canned tuna - cereal bars - pringles - 2 gallon jugs of water - 2 sweaters , 1 sweatshirt. maybe some jackets too.",Food
Super Sandy ... Storming Out ...... Stay Safe And Steady .... NY ... NJ 'ers ... http : //t.co/zCNRGjke,None
"i have a few power tools , circular saw , drill etc. , and a bunch of hand tools rachets hammers screwdrivers and hard ware screws and nails and such and painting supplies",Medical
"My mom just emailed to make sure my dog had enough food for the hurricane. My BFF just asked about his treats. Nevermind the human , people !",None
"Canned foods : veggies , potatoes , sauces.",Food
Running burning some calories from all that food that I ate while sandy was here,None
Eating cold Chinese food with a flash light. # sandyprobs,Energy
"It was great that the first thing @ FreshDirect did post-Sandy was to deliver free food to stranded NYers - oh wait , that never happened ...",None
Clothes lots baby supplies food money hygiene products,Food
"Hi. A friend and I want to drive down from Maine next Tuesday and drop off a car load of non-perishable food or WHATEVER you need i.e. toys , hygiene products , clothes.",Food
When res life turns off our fridge for the hurricane and all our food goes bad&lt ; & lt ; & lt ; # bummer,None
In case # Sandy wipes # nyc off the map ... I think u & amp ; ur young Spiderman would be perfect to head north & amp ; begin the @ gomigirl Gotham Era ...,None
So apparently we have a hurricane coming ... or a tropical storm .... something .... I hope it 's a hurricane.,None
"Hello - My name is * * * * * * * * * * . My company and I have rented a box-moving truck and are in the process of filling it with pre-sorted and organized donations ( cleaning supplies , non-perishable foods , tools , clothing , water , batteries and flashlights , etc ... ) . I would like to try and donate to your area if possible Friday or Sat. Can you please put me in touch with a point person and or locations to arrange prior to my trip up form Virginia. I appreciate your help ! Thanks. * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *",Food
Local fame has been achieved .... HAHAHA the local representative of hurricane sandy right here ...,None
"I want to give non-perishable food , baby supplies and hygiene products",Food
"Baby/girl jackets , clothing , shoes , boots , baby food , blankets ( for ages 0-5 )",Food
"15 boxes of canned goods , toiletries and baby supplies",Food
She e-mailed Team Les on 12/06 with the following message : * * * * * * * * * * * * * is my correct and working number. I had also wanted to please ask if i could get any help for myself with womens shoes size ten. My focus has been getting things together for my children ( 2 and 3 ) and I am still in dire need of a walking shoes and a boot if possible. Thank you again for connecting me with a match for food/baby food. Site coordinators please follow up to make sure she got the baby food and to find a potential match for the shoes. Thanks * * * *,Food
nonperishable food hygiene products temporary shelter,Food
"I have lots of homemade baby food and can make more. It 's frozen so it needs a destination , or at least a fridge or freezer , for me to bring it to.",Food
"* * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * ? She has no power , food is spoiling and sent a non perishable food request to recovers.org . Her Email : * * * * * * * * * * * * * * * * * * * and Telephone : * * * * * * * * * * * .",Food
"I am happy to bring by whatever supplies are most needed at this time ( toiletries , medicine , cleaning supplies , etc. ) Please let me know !",Medical
"Have non-perishable food ( canned goods especially ) , baby supplies , for Sandy victims.",Food
@ therealjdeuce : My mom keeps cooking ... & amp ; i keep eating # fml # hurricaneprobz wait but mine too ....,None
"Total 50 items : canned beans and vegetables , canned stews and chilies , packaged turkey dogs , instant ( hydratable/microwave ) mac n cheese , noodles n stroganoff , boxed instant oatmeal and other cereals , misc. similar packaged items.",Food
"Winter jackets , granola bars , batteries , can soup , flashlight , sneakers.",Food
Hot food the day after Sandy http : //t.co/urm4MTzm,None
"Emergency Solar Powered Radio and Cell Phone Chargers I can donate 50 emergency solar and hand crank powered radios that also double as cell phone charges. I have one and it works well : http : //www.amazon.com/gp/product/B008KDQVPW/ref=ox_sc_act_title_1 ?ie=UTF8&smid=A28TUBIW4M1S9A I can either have them sent directly from Amazon to an address in staten island , or have them sent to my home , charge them and try to get them to the donation points at the Manhattan Staten Island ferry Terminal. Please let me know. Regads , * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *",Energy
"2 bags of women 's clothing , both warm and cold weather clothes. Winter Coats. 4 gallons of water.",Water
Can bring food and water.,Food
"I have a bike and I can drop off items in Brooklyn. Clothing , non-perishables.",Food
"can deliver/distribute food to apartment buildings , check on elderly , etc.",Food
"distribute clothing , food , water",Food
Sandy ... Such a benign name for such a brutal storm. It 's like a serial killer named Timmy. Robin Williams on David Letterman right now ...,None
"Clean and sorted winter clothing for men , women , and girls. Additional supplies include flashlights , batteries , and winter footwear.",Energy
"Basic tools , drill , etc.",Medical
Lights are flickering on and off ... Sandy is starting to get real. Yeah ... Um ... Not feeling it.,None
"bath and hand towels , toilet paper , toothpaste , canned soups , plastic forks/knifes/spoons/plates",Food
These pictures are so heartbreaking ..... # HelpSandy,None
Clean up food service,Food
NYC consulting firm looking to donate non-perishables and supplies,Food
"i don 't really have any equipment but I 'm happy to help. Also , I can cook rice and meat for dogs and cats ( or whatever food is needed ) if necessary and bring it with me",Food
"Can help with food distribution , cooking , childcare , donations of clothing.",Food
"I can offer food supplies , blankets , etc.",Food
Can cook food/ food service Water distribution,Food
"Batteries and flashlights are needed in the Rockaways ( Saturday , 11/3 , 1 : 46 PM )",Energy
Lost power ... Apparently all lower manhattan up until midtown is out of power. This is real ... # Hurricane # sandy is real .. Stay safe.,None
"We will take donations of work gloves , face masks , gloves , push brooms , buckets , mops , bleach , batteries , and non perishable foods and water to * * * * * * * * * * * * * * Thanks !",Food
@ blade_donft Good stuff ... BA2 has to be the thinking man 's way to cross the pond. Especially in a stormageddon ... @ British_Airways,None
"I have a lot of canned goods and some clothing , but I can also buy and bring things as needed. Please let me know what you need most.",Food
Peanut butter and jelly sandwiches Apples,Food
"I 'm safe,I 'm alive ..... I 'm here.#SandySurvivor",None
Food,Food
"I can bring clothing , food , money if it 's helpful.",Food
"Happy to donate food or any needed items , help with clean-up , keep people company , etc.",Food
Water bottles Baby diapers size 5,Water
"I will be bringing supplies in from MA on 11/10/12 in the morning about 8am. Mostly cleaning and hygene items and water. Please let me know where to bring them , a church , a school , neighborhood , etc. Thank you !",Water
"Whole foods union square open , reprieve ! Amazing hot chocolate ... # sandy # sandynyc",None
Are chinese food places open in this storm ? ? ?,None
"Can donated gently used clothing , new hygiene products , baby supplies , non-perishable goods , whatever is most needed.",Food
I can bring meals to home bound elderly in housing projects ... I can bring batteries and flashlights what sizes are needed ...,Food
food prep yoga classes supply runs organization,Food
"Non perishable food , baby supplies , hygiene products , clothing",Food
prepared hot meals have teenagers in LES community to help superintendent and porter services laundry services,Food
"I just tried sending this so if you get it twice I apologize. I have a uhaul that has a little of everything : over the counter meds , baby wipes , bleach , clothing , first aid kids , batteries , and trash bags. I am coming down from Mass on Friday morning. I also plan on staying to help for the day",Energy
I can help clean or do food service,Food
That awkward moment when you realize that you and @ ShannEpp have no food for the hurricane # anorexicdiet,Food
I can cook vegan meals if provided with food/ingredients,Food
Candles.,Energy
"I have mix of everything including clothes , stuffed animals , food , cleaning supplies , everyday needs , etc",Food
"Hello my name is * * * * * * * * * * * * * * * * , my boss * * * * * * * * * * * * * * was wondering if there was a possibility of bringing some hot , home made food to help the victims affected by hurricane Sandy. Please contact me at * * * * * * * * * * * * * * * as soon as possible to see if we can organize something to help as many people as we can.",Food
Love this tweet from @ jetblue @ nycfoodtruck # SandyRelief # SandyUnites # NYC # FeedOurNeighbors # SCBD http : //t.co/exYTJKtD,None
"Cleaning supplies , batteries , pens , paper , plastic fork , knives , spoons , paper towels , clothing , face masks , g",Energy
"School supplies - I have staplers , tape dispensers , push pins , binders etc. Please let me know where I can bring these items.",Food
"Not sure if my first request came thru - i have a trailer of water , baby food/diapers , personal tolietries , cleaning supplies , candles , dry foods , some tools i 'd like to drop off tomorrow. please call me ( * * * * * * * * * ) asap so that i know where i can drop off. * * * * * * * * * * * * * . also willing to do clean up. my husband is a contract & will do what he can for the day.",Food
can bring baby supplies and non-perishable food.,Food
"We 've collected bottled water , baby supplies , blankets , jackets , clothes , cleaning supplies , non-perisable food and hygiene products that we plan on bringing saturday the 10th.",Food
"I am at Washington DC area ( Norther VA ) and is organizing the donation of baby food/daipes&wipes/pet food/blanket. Like to know if there is a contact person in our area that can deliver the donations to the disaster area. We are planning to do "" A bag for A family "" . Donations will be in tote bags donated by someone and each bag will contain different things ( we will mark pets/babies/blankets ) . Please also let me know if there are already enough any of the items mentioned above , we can ask for different items ! Many Thanks ! ! ! * * * * * * * * * * * *",Food
food distribution,Food
"5 people coming to SI on Sunday morning 11/4 , we would love to drop off items we started collecting today ( Friday ) . Any area in great need , pls let me know. * * * * * * * * * * * * * * * * * * Non perishable food Clothing - seasonal for cold weather Towels/Pillow/Blanket New socks Water etc",Food
"sort and distribute items , collect items , bring food , clothes to folks",Food
"Water bottles , crackers , cereal , cookies , canned soup.",Food
would love to help in general but am particularly curious about needs on Thanksgiving week -- can offer assistance cooking/serving/delivering food if anything is being coordinated. thank you !,Food
"I have lots of warm clothes for women and children. I also have hygiene products , canned food , paper plates , water and pet supplies ( canned dog food also ) .",Food
I would like to provide 2 trays of lasagna. I can drop it off.,Food
# NoWork .... # HurricaneSandy ... Gosh,None
Donate water clothes blankets kids toys,Water
Can also bring food/water.,Food
Items purchased : # candles # alcohol # water # food Items forgotten : # marshmallow # graham # cracker @ millerlite # itsmillertime # HurricaneSandy,None
"Clothing , blankets. Coats. Baby supplies. Food. Shoes. Water. Toiletries.",Food
Food handlers license .... 12 yrs restaurant experience .... friendly .... patient .... can clean ... lift decent amount of weight,Energy
"Can probably come up with a fairly large quantity of pet supplies .. if still needed cat and dog food , kitty litter , birdfood , ( ? ) , pet toys",Food
Its sooo Boring ! ! Hate Sandy ! ! ! I guess movies and food all day ...,None
Food Delivery/Preparation,Food
"My wife and I would like to help out wherever needed , she is a lawyer and has basic Spanish. We are both happy to do manual labour , deliver food , look after kids or seniors , etc.",Food
I have almost no food left in my house,Food
"Each year over 100 people gather at St. John 's Recreation Center in Crown Heights Brooklyn to share in the Holiday spirit with A Young Mother 's D.R.E.A.M. This year , we are partnering with the G.F. Brand Foundation and the Wall Street Alphas Charitable Foundation to help those were were effected by super storm Sandy. There is FOOD for everyone , TOYS for every child under 14 , Entertainment and FUN ! ! ! Hope to see you there and bring some children with you ! Toy Drive Friday December 14th 6-9pm St John 's Recreation Center 1251 Prospect Place Brooklyn NY 11213",Food
I 'm at the superfoodtown with everyone else who thought they should stock up before possible storm - __-,None
I have a few boxes of pre-made ( doesn 't need water ) Enfamil newborn formula and a couple of small containers of Similac formula. All are months away from their sell-by date.,Medical
"I can help prepare food and distribute food , clean up , etc.",Food
Check the line at # super # foodtown # circus # crazy # insane # nopower # storm # hurricane # sandy @ Super Foodtown http : //t.co/M6mW2EnV,None
"Roasted lamb salsa verde , polenta and creamed kale with preserved lemons. # stormfood @ Casa de Rienndall http : //t.co/n3x6bxhz",None
It 's a mad house foodshopping w this Frankenstorm headed our way ! Everyone go shopping ASAP because everything 's gone http : //t.co/e7yXBMRK,None
"The face of a building in New York around 95th street , completely came off ... Meaning you can see the apt suites ... Sandy isn 't kidding.",None
"A group of five of us are coming down on Saturday , November 10 to bring bottled water , clothing , and gift cards. Can we partner with you to disperse ? Please contact me at * * * * * * * * * * * * * . Thank you !",Water
"We have a group of Orange County California families that want to provide help and support to those in need. We would like to hold a donation drive for clothing , food , school or other supplies needed. We are looking into shipping items but need to know where they should be sent. Please let us know how we can help from 3000 miles away.",Food
"Hi , I can help prepare food , serve food , offer clean up assistance but don 't necessarily have any tools , just my hands and willingness to help. I only have a bicycle and could maybe help with deliveries. I 'm within walking distance of Red Hook.",Food
"Food , water",Food
"Thanks to all of our friends who prepared for Sandy by fortifying @ littlefoodcafe Sunday Brunch. See you tomorrow , folks ! # lfc # eatlocal",None
I can also cook food or buy non perishable food and hygiene products. The site only let 's me pick one ! I do have clothes to give as well. Whatever is most needed or all.,Food
Sandy makes the whole city romantic : Wine and Candles. Reading books. Playing w/o screens. Long friendly chats. http : //t.co/GkPTyhHH,None
4 trays of lasagna or something else if that is needed more - please let me know what would be most useful and I 'm happy to prepare it.,Food
"Right now , I 'm happy to deliver food/water/supplies to folks in post-Sandy Manhattan who can 't manage the stairs.",Food
I need food but theres none left inny house ... # Sandy,Food
"We are residents of Weehawken NJ and have collected items from our friends and family from upstate New York. We have warm clothes/winter jackets , diapers , baby food , and boxes of latex gloves. Is there a drop off site ? Thanks. * * * * * * * * * * * * * * * * * *",Food
Lights are flickering now. Hoping the electricity stays on up here. # hurricanesandy,Energy
"trying to send down a van to miller field from upstate of items we gather in a quick effort between a bunch of coworkers .. looking to gather warm clothes ... coats,hats,gloves ... flashlights/batteries .. non-perishables ... any advice would help ...",Food
With ink-quill men by candlelight ! ! ! No power in East Village ! ! ! “ @ jnoulinmerat : @ TMurphyMusic how you surviving # sandy ? Making some musak ?”,Energy
"I am happy to help clean up , deliver supplies , or anything you need.",Medical
"We have many items to donate & we want to help. Baby clothes , diapers , water , food-non-perishable , hygiene products , baby clothing , children 's clothing , jackets all sizes , and women 's clothing.",Food
Canned organic soups.,Food
stranded in New York until this hurricane blows over ............. could be worse,None
@ AJHanleyNYC hope you guys are ok ... Say hi to Jim and have a shot with a pickle to stay warm ... Hang in there. # Sandy,None
can foods and some clothes,Food
Clothes blankets winter coats food home goids and more,Food
"Canned goods , mostly organic. mostly vegetables and beans , and soups Crackers Bottled water , jams , peanut butter. evaporated milk , we can deliver.",Food
"Food , baby food , hygiene products , flashlights , batteries",Food
"I can cook. I have a car. I can make some meals and bring them. I can get canned goods etc. I can work Monday all day until about 3. I could work Wed. AM , Thurs all day.",Food
"Men 's , women 's , children 's coats , clothing , shoes , blankets , non-perishable food , bleach , paper towels , work gloves , water. Approximately 100-150 industrial sized trash bags with clothing. A decent amount of non-clothing items.",Food
"i also have a twin stroller and a infant car seat if any one needs it blankets can food adult diapers size large kids toys,women 's clothing.",Food
I havs plenty of clothes but also can bring canned items. And could make and bring some food.,Food
can bring food water etc,Food
"The Staten Island Vipers will like to dedicate their home opener on December 22nd , 2012 @ Noon - Gerard Carter Community Center ( 230 Broad St Staten Island NY , 10304 ) to help with Hurricane Sandy Relief efforts. We 've asked our fans to please donate food , clothing , tools and any other helpful items you may have for people that have lost everything.",Food
# sandy vs Zoe .... winner gets the stick but it seems pretty one sided right now lba @ East Side River Walk http : //t.co/53LEXsf5,None
"Cordless drill with rechargeable batteries , wireless router ( brand new ) , D batteries , C batteries , blankets. Please let me know if you can use these items and where I can bring them in the neighborhood to drop off.",Energy
"I would be happy to help distribute aid , clean up , or bike supplies in/out of red hook.",Medical
"My elderly neighbor is stuck on the third floor of a Van Brunt apartment without power. Although she has food , I try to deliver her dinner each night. But now that I am at work again it 's hard to get to her. I hope that food deliveries might be available to help her. Thanks !",Food
In # ironbound looking @ what # Sandy did ...... @ ironbound aka Newark http : //t.co/hpniWJW2,None
RT “ @ CoolhausNY : We are taking shelter until Friday to continue recovering from Sandy. !” Stay strong & amp ; cool ; ) # foodielove,None
"South Fin Grill will be serving hot food to those who are in need. Soup , Pasta , Coffee & Tea.",Food
"Can help with food preparation , unloading & loading of trucks , etc.",Food
Interested in donating food,Food
"i can bring food,water and supplies",Food
Sandy was a category 4 ... ef that. Myg 's in breezy point got rocked big time ... coincidence that it happened right during the time of .....,None
"Hi , I am writing regarding my parents and the whole neighborhood they live in * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * is the address and the area has been hit very badly by the hurricane. My parents * * * e and D * * * * * * * * * are without power , no generator , it is freezing. Their house has been damaged. I do know that the street and all that live in that area have not been visited by FEMA or any other support group or help besides pedestrians. Can someone call me at * * * * * * * * * * * * * . I would like to get some help there. They are in need of a generator , clothing , heat , debris removal , hot meals , clean water ... anything that will be of help. I am their son and am located in Manhattan. My name is * * * * * * * * * . Thank you kindly.",Food
Damn Sandy ruined all my family 's cars ... And also ruined the floors in my apt .. At least my family is all safe and together ..,None
Went out into the storm to buy junk food. I 'm either brilliant or crazy ...,None
"have gallons of water , canned goods",Food
This hurricane better actually happen ... im in need of some serious down time ... lmao,None
it doesnt feel like Halloween. 2 much devastation still no power its about 35-40f in my house Running low on food+batteries # hurricanesandy,Food
cans of food,Food
"Food Aid , Food Prep",Food
6 - 1 gallon jugs of drinking water.,Water
"clothing , non-perishable food , blankets",Food
@ laurenkoslow I 'm going trough withdrawals ... haven 't had power since monday in NJ due to Sandy ... missing DOOL !,Energy
"Hi , I work at Brooklyn Friends School which is a small school located above the Jay St Train Station. We are open today and our cafeteria staff is cooking lots more food than we need today , because the food needs to be cooked. They are making pulled pork , pulled chicken and cole slaw. It is coming from a safe school kitchen and is quite good food. We are not sure if we will have a lot , or tons of food. It depends on how many kids show up to school today. I called the Red Hook Initiative about this also. We are hoping to get this food over , assuming you can use it. We may be able to get a teacher to drive it to you , but so far , haven 't found anyone. Might someone be able to come pick it up ? It would be available after 2 : 00 and probably until about 5 : 00. My cell phone is * * * * * * * * * * * * * . Or you can call the school 's main line and ask for the cafeteria. * * * * * * * * * * * * * . I hope we can work this out.",Food
"I have toys , books , some clothing , canned food , hygiene products",Food
"I am a licensed teacher. I am licensed in CPR. I can tutor , cook , p/u , help with building , hand out food , drinks , blankets , organize food drives , organize volunteer groups and organize and conduct fundraising if needed.",Food
"Blankets , batteries , baby formula , socks",Energy
"Sandy aside , I 've spent a wonderful evening listening to my family debate how to say Italian food names # manigaut # manicott # manigotti",None
"spoke to her , greatest needs are food and clothing. lost everything. entered into database.",Food
Only needs toddler clothes and food. Didn 't fill out form-,Food
"food preparation , supply distribution , meal distribution",Food
Good to see @ ConEdison in # newrochelle hope they get to my block soon i need # power # sandy # coned,Energy
"We are not currently accepting clothing or furniture donations at this time because we are unable to process them. There are very limited resources and facilities to sort , store , and distribute clothing in the disaster area -- there are literally piles of clothing going to waste as many people have severe damage to their homes and no dry place to keep them and they are getting moldy & dirty. Donations of gently used clothes should go to the Salvation Army or Goodwill accordingly. Donations of non perishable items such as ready to eat items ( tuna , soups , pasta , cereal ) , water , batteries , flashlights , and cleaning supplies are always welcome at one of several drop locations where supplies can be brought directly. Here is a list of those locations : https : //astoria.recovers.org/news/50aa96704eae35688600003f",Food
"I have two blankets , two sets of sheets , two slightly worn pairs of mens sneakers , D batteries , and a few clothing items. All fabric items are used.",Energy
So strange to go through downtown Manhattan in the dark .... # Sandy,None
"My church has collected a large amount of items to be donated to those in need in the Red Hook area. Items include : clothing items , hats , gloves , blankets , baby diapers/wipes , flash lights , batteries , matches , water bottles , non perishable food , toiletries.",Food
# hunkerdown drinking game is a huge success and I 'm .... ( flops face down on bed ) @ thegreatmick # Sandy,None
My favorite of the day Lawd Jesus .... “ @ frankieciv608 wish I had her here during the storm ... Happy Tuesday Part 2 http : //t.co/BjOweYtW”,None
"Misc. clothes and some non-perishable food , hygiene products , cleaning supplies. Coats , warm shirts , jeans , hats , scarves , gloves , warm socks , blankets.",Food
# Sandy prep. Line is to the seafood counter ! ( @ Columbus Circle w/ 4 others ) http : //t.co/p8GBrsN0,None
"I have general contracting skills , as well as carpentry skills. I have many tools , power tools , non power tools. Brooms , shovels , etc.",Medical
"My husband & I are available to help doing what ever is needed - we have clothes for people - we can bring food , coffee etc",Food
"Hello a group of us are coming from the Eastern Shore Maryland area to help Staten Island. We are raising funds to prepare Thanksgiving meal to hand out for free to some of the residents of Staten Island. We are working with * * * * * * * * * * * * * * * * * * * * of Woodrow United Methodist Church at * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * , ( * * * * * * * * * * * * * . We will distribute the meals from her church. Pastor feels a strong pull to deliver the meals the the Midland Beach , Staten Island area. She observed that they have a huge need for a special blessing. We will deliver the meals on Thanksgiving Day. We need many volunteers to help us distribute the meals. We seek people to help us package the food , help load the food for delivery and people who will volunteer to deliver the meals. Could you please help us get this word out ? Thank you and God Bless , * * * * * * * * * * * * * and * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * or * * * * * * * * * * * * *",Food
"i have a case of water , flashlight with a few batteries. i also have a coat , hoodie that i could donate",Energy
"Creating a donation drive to collect whatever you need the most. Clothing , non-perishable , baby supplies , hygiene products , toys.",Food
I 'm afraid I 'm getting used to be in the darkness. # outageny # nyc # manhattan # hurricanesa @ 36 East 36th St http : //t.co/rBR0zuQj,Energy
"FURNITURE/HOME GOODS , CLOTHING , HYGIENE PRODUCTS , NON-PREISHABLE FOOD",Food
Ppl being evacuated from NYU hospital ... Women who just gave birth too ... # SandyProblems,None
I would like to bring down some clothing and also non-perishable items,Food
I have a bicycle and can deliver food and supplies if needed.,Food
"Food distribution , including food prep and donations.",Food
"will bring food , donations , and whatever i can !",Food
"Canned foods , water bottles.",Food
could help with food prep and cooking,Food
"We at Corbett Accel Healthcare are looking to lend a helping hand by organizing a company drive for hygiene products , baby supplies , clothing , tools and non-perishable items. We have two offices ( Chicago and New York ) and our employees want to help. Please let me know who I should contact. Best regards , * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * Corbett Accel Healthcare Group * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *",Food
"Hello my name is * * * * * * * * * * * * * * * * , my boss * * * * * * * * * * * * * * was wondering if there was a possibility of bringing some hot , home made food to help the victims affected by hurricane Sandy. Please contact me at ( * * * * * * * * * * * * * * as soon as possible to see if we can organize something to help as many people as we can.",Food
Student living in Manhattan ( East Village ) . Can volunteer in the area.,Energy
"The Barman 's Fund in Brooklyn can purchase and deliver goods to functioning charities. Food , clothing , medicine , tools , etc. Tell us who needs what. * * * * * * * * * * * * * * * * * * * * * * * * *",Food
I work with a group of NYU students and we want to prep sandwiches or other meals to donate.,Food
"Environmental analyst/questionnaires for future purposes ( university degree ) , organize and plan ( university degree ) , food preparation/carrying- reliable and team oriented.",Food
With all thats happening some help with gift card to food shop and to replace household items from Target and such would be such a great help. Humbled and Grateful * * * * * * * * * *,Food
"My family and possibly some others from my community would like to help. We are planning on leaving the Wednesday before thanksgiving and spending our Thanksgiving break there. We need some direction on needs and where we might be able to stay ... If we can 't be used in Staten Island , can you direct us where else we might contact ? ! Thanks and Good Luck ! I 'd you need speak w me my phone number is * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *",Food
I 'm off to another adventure @ keyfood before # sandy. # protectionfromjesus,None
"Anything to do with food , food services , manning tables , etc",Food
canned beans and soups,Food
"Yay ! @ conEdison power back : Kips Bay locals , Madison to River ; 39th to to 30th Sts#Sandy may hav flooded some basements ; so power cant be th",Energy
Non-perishable and hygiene products,Food
Pull ups 4T-5T several packages A&D ointment latex free gloves,Medical
Sandy is causing up a stir .... Gotta get ready ! ! ! ! First .... Show time in PA ..,None
Baby supplies hygiene products non perishable food,Food
Handing out food and materials,Food
"Food , water , power cords",Food
"batteries , of different varieties. flashlights. and box cutters. they are arriving with a friend coming from MA tomorrow and we could like to donate to wherever and to whomever they are most needed ! Thank you ! - * * * * * * * * *",Energy
"I would be happy to bring some food , water , batteries , towels , etc ... or whatever is needed over with me on the ferry. Please let me know.",Food
From a friend 's apt in the Lower East Side. Darkness engulfs manhattan ... # sandy http : //t.co/Di1t7pod,None
"We need hygiene products ( deodorant , soap , dish detergent , mop , broom ) , a place to wash clothes , temporary shelter , a non-electrical heater. We needs clothing for two teenage girls.",Energy
No power. Later all ( @ Frankenstorm Apocalypse - Hurricane Sandy w/ @ tamar @ cassel @ psbx @ sarahcooley ) http : //t.co/4i5jprix,Energy
"Medical supplies : EPI Pens ; sleep apnea machine ( CPAP ) only 3 mths old , ladies clothes sizes 9-12 , ladies shoes sized 9.5/10 , canned food , kitchen supplies , household nicknacks,kids toys ...",Food
Guys ... I have two generators ...,None
Extra Marshmallows Please ! ☕ # cocoa # hotchocolate # foodie # drinks # Sandy # HurricaneSandy # stra @ Home of MVB http : //t.co/e6uUuAbG,None
"Just moved out of apartment in Lower East Side have : warm clothes to donate , blankets , jackets and non perishable food. I would love to put anything I have ( don 't need ) to good use.",Food
"My boyfriend and I are looking for ways to help. We are in Brooklyn , and not sure if we can make it into Manhattan , but are hoping to deliver food to the homebound. Please call me at * * * * * * * * * * * * * if we can deliver food in Brooklyn. Thank you.",Food
Batteries canned goods toiletries.,Food
@ WillRasid lawl no. Im working tomorrow 4-10 gotta do it. I 'll be makin food at gios as sandys destroyin everything.,None
"Passing out food , collecting food , getting things to people who need , I JUST WANT TO HELP BECAUSE THESE PEOPLE NEED OUR HELP I SEE THEM ON THE NEWS. I CAN FLY OUT FROM LOS ANGELES , I NEED SOMEWHERE TO BE STATIONED AND WORKING HELPING THOSE PEOPLE ASAP !",Food
"Clothing , caned food , books , board games , hygiene products , bottles water , towels , home goods.",Food
"I 'd like to volunteer to help with the cleanup effort ( ie. streets , parks , water , etc )",Water
"food stations , food preparation/serving , sorting donations",Food
"non-perishaable food , hot meals , or hygiene products",Food
"I am a 5th grade teacher in California. My class would like to gather supplies , but we want to make sure they go to someplace in need. We can gather blankets , beanies , scarves , gloves , and hygiene products if anyone is interested. Flashlights and batteries , as well as school supplies are also a possibility. We can get it shipped ASAP as long as we have contact information. Let us know , we want to contribute !",Energy
"I am happy to do a store run to pick up items that are needed- batteries , sandwiches , etc. I can also bike it down to you.",Food
"I am on food stamps and I have $66.00 worth of $2.00 coupons ( i.e. 33 coupons ) that can be used to purchase fresh fruits and vegetables ( not other items ) at farmers ' markets around the city. They are transferable , so I would like to donate them to Sandy victims who have access to greenmarkets and want fresh produce. The list of participating markets is at www.nyc.gov/health/farmersmarkets , or at 311. THE COUPONS EXPIRE 11/30 , so I 'd need to send them to you soon.",Food
We have tons of cupcakes to share from Georgetown Cupcake !,Food
Omg hurricane sandyS a whore she blew the east coast. Lol you sound stupid she 's not a person she 's a hurricane,None
I would be happy to aid in debris removal and general clean-up as well as meal distribution.,Medical
"Batteries , cleaning supplies , razors , cough drops , wet wipes , diapers , non-perishable food , 1 microwave , 1 George Forman grill , coats , kids ' toys",Food
Went to my old job to get some food b4 this storm lmao,None
Church group would like to come on 12/1 to help with whatever is needed. Can someone please call me asap so we can plan ? * * * * * * * * * * * * * or * * * * * * * * * * * * * . Thanks ! * * * * * * * * * * * * * *,Food
"We can bring food , water , clothing !",Food
Happy to help with food prep and delivery,Food
"Cleaning , serving food , etc",Food
"We are not currently accepting clothing donations at this time because we are unable to process them. There are very limited resources and facilities to sort , store , and distribute clothing in the disaster area -- there are literally piles of clothing going to waste as many people have severe damage to their homes and no dry place to keep them and they are getting moldy & dirty. Donations of gently used clothes should go to the Salvation Army or Goodwill accordingly. Donations of non perishable items such as ready to eat items ( tuna , soups , pasta , cereal ) , water , batteries , flashlights , and cleaning supplies are always welcome at our donation drop off at 23-74 38th st btwn 23rd ave & Astoria Blvd. Thanks !",Food
Shopping by candle light. I could get used to this. # itssodarkinhere # hurricanesandy @ Andy 's Deli http : //t.co/Rtl1EFCQ,Energy
Extensive first aid supplies,Medical
